Fecha,Departure,Arrive,Hora_Salida,Hora_LLegada,Price,Tipo,CaptureDate,Aerolinea
2023-05-11,BOG,MDE,6:14 p. m.,7:10 p. m.,"187.000,00",Directo,2023-04-18,Latam
2023-05-11,BOG,MDE,7:05 p. m.,8:01 p. m.,"187.000,00",Directo,2023-04-18,Latam
2023-05-11,BOG,MDE,7:55 p. m.,8:51 p. m.,"187.000,00",Directo,2023-04-18,Latam
2023-05-11,BOG,MDE,8:30 p. m.,9:26 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-11,BOG,MDE,9:00 p. m.,9:56 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-11,BOG,MDE,9:44 p. m.,10:40 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-11,BOG,MDE,5:00 a. m.,10:21 a. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-11,BOG,MDE,6:20 a. m.,10:21 a. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-11,BOG,MDE,9:09 a. m.,1:06 p. m.,"372.750,00",1 parada,2023-04-18,Latam
2023-05-11,BOG,MDE,10:30 a. m.,1:51 p. m.,"375.970,00",1 parada,2023-04-18,Latam
2023-05-13,BOG,MDE,5:15 a. m.,6:14 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-13,BOG,MDE,5:45 a. m.,6:44 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-13,BOG,MDE,6:16 a. m.,7:15 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-13,BOG,MDE,6:45 a. m.,7:44 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-13,BOG,MDE,7:15 a. m.,8:14 a. m.,"187.000,00",Directo,2023-04-18,Latam
2023-05-13,BOG,MDE,9:32 a. m.,10:31 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-13,BOG,MDE,10:00 a. m.,10:59 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-13,BOG,MDE,10:49 a. m.,11:45 a. m.,"187.000,00",Directo,2023-04-18,Latam
2023-05-13,BOG,MDE,12:45 p. m.,1:41 p. m.,"187.000,00",Directo,2023-04-18,Latam
2023-05-13,BOG,MDE,2:46 p. m.,3:42 p. m.,"187.000,00",Directo,2023-04-18,Latam
2023-05-13,BOG,MDE,3:44 p. m.,4:40 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-13,BOG,MDE,4:30 p. m.,5:26 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-13,BOG,MDE,5:14 p. m.,6:10 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-13,BOG,MDE,6:00 p. m.,6:56 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-13,BOG,MDE,9:25 p. m.,10:21 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-13,BOG,MDE,10:33 p. m.,11:29 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-13,BOG,MDE,5:00 a. m.,7:37 a. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-13,BOG,MDE,8:52 a. m.,11:25 a. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-13,BOG,MDE,3:15 p. m.,6:16 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-13,BOG,MDE,5:44 p. m.,8:43 p. m.,"375.970,00",1 parada,2023-04-18,Latam
2023-05-15,BOG,MDE,5:11 a. m.,6:10 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-15,BOG,MDE,6:00 a. m.,6:59 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-15,BOG,MDE,7:00 a. m.,7:59 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-15,BOG,MDE,7:30 a. m.,8:29 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-15,BOG,MDE,8:05 a. m.,9:04 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-15,BOG,MDE,8:59 a. m.,9:58 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-15,BOG,MDE,10:30 a. m.,11:26 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-15,BOG,MDE,11:00 a. m.,11:56 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-15,BOG,MDE,12:47 p. m.,1:43 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-15,BOG,MDE,3:15 p. m.,4:11 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-15,BOG,MDE,5:24 p. m.,6:20 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-15,BOG,MDE,7:00 p. m.,7:56 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-15,BOG,MDE,7:30 p. m.,8:26 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-15,BOG,MDE,8:05 p. m.,9:04 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-15,BOG,MDE,9:14 p. m.,10:10 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-15,BOG,MDE,9:45 p. m.,10:41 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-15,BOG,MDE,10:30 a. m.,1:19 p. m.,"372.750,00",1 parada,2023-04-18,Latam
2023-05-15,BOG,MDE,6:24 p. m.,9:26 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-15,BOG,MDE,7:20 p. m.,11:16 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-15,BOG,MDE,8:45 p. m.,11:16 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-17,BOG,MDE,5:05 a. m.,6:04 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-17,BOG,MDE,5:23 a. m.,6:22 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-17,BOG,MDE,6:32 a. m.,7:31 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-17,BOG,MDE,8:05 a. m.,9:04 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-17,BOG,MDE,8:35 a. m.,9:34 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-17,BOG,MDE,8:59 a. m.,9:58 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-17,BOG,MDE,9:59 a. m.,10:55 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-17,BOG,MDE,2:35 p. m.,3:31 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-17,BOG,MDE,3:10 p. m.,4:06 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-17,BOG,MDE,3:59 p. m.,4:55 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-17,BOG,MDE,4:45 p. m.,5:41 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-17,BOG,MDE,5:30 p. m.,6:26 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-17,BOG,MDE,6:44 p. m.,7:40 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-17,BOG,MDE,8:45 p. m.,9:41 p. m.,"187.000,00",Directo,2023-04-18,Latam
2023-05-17,BOG,MDE,9:15 p. m.,10:11 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-17,BOG,MDE,10:21 p. m.,11:17 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-17,BOG,MDE,11:36 a. m.,3:31 p. m.,"375.970,00",1 parada,2023-04-18,Latam
2023-05-17,BOG,MDE,12:20 p. m.,3:10 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-17,BOG,MDE,5:27 p. m.,8:24 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-17,BOG,MDE,6:55 p. m.,9:14 p. m.,"375.970,00",1 parada,2023-04-18,Latam
2023-05-19,BOG,MDE,5:03 a. m.,6:02 a. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,6:17 a. m.,7:16 a. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,6:45 a. m.,7:44 a. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,8:03 a. m.,9:02 a. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,9:15 a. m.,10:14 a. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,10:00 a. m.,10:56 a. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,10:30 a. m.,11:26 a. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,11:30 a. m.,12:26 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,1:29 p. m.,2:25 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,3:00 p. m.,3:56 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,3:30 p. m.,4:26 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,4:15 p. m.,5:11 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,6:10 p. m.,7:06 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,7:05 p. m.,8:01 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,7:59 p. m.,8:55 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,9:05 p. m.,10:01 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,10:18 p. m.,11:14 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-19,BOG,MDE,6:15 a. m.,9:54 a. m.,"419.160,00",1 parada,2023-04-18,Latam
2023-05-19,BOG,MDE,7:06 a. m.,9:54 a. m.,"419.160,00",1 parada,2023-04-18,Latam
2023-05-19,BOG,MDE,5:15 p. m.,7:48 p. m.,"419.160,00",1 parada,2023-04-18,Latam
2023-05-21,BOG,MDE,4:30 a. m.,5:26 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-21,BOG,MDE,6:00 a. m.,6:59 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-21,BOG,MDE,6:30 a. m.,7:29 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-21,BOG,MDE,9:45 a. m.,10:44 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-21,BOG,MDE,10:15 a. m.,11:11 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-21,BOG,MDE,10:45 a. m.,11:41 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-21,BOG,MDE,12:59 p. m.,1:55 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-21,BOG,MDE,2:35 p. m.,3:31 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-21,BOG,MDE,4:14 p. m.,5:10 p. m.,"187.000,00",Directo,2023-04-18,Latam
2023-05-21,BOG,MDE,5:00 p. m.,5:56 p. m.,"187.000,00",Directo,2023-04-18,Latam
2023-05-21,BOG,MDE,6:50 p. m.,7:46 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-21,BOG,MDE,9:05 p. m.,10:01 p. m.,"283.740,00",Directo,2023-04-18,Latam
2023-05-21,BOG,MDE,10:05 p. m.,11:01 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-21,BOG,MDE,10:15 a. m.,2:02 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-21,BOG,MDE,1:59 p. m.,4:52 p. m.,"306.470,00",1 parada,2023-04-18,Latam
2023-05-21,BOG,MDE,3:29 p. m.,8:50 p. m.,"433.920,00",1 parada,2023-04-18,Latam
2023-05-21,BOG,MDE,4:59 p. m.,9:02 p. m.,"322.770,00",1 parada,2023-04-18,Latam
2023-05-21,BOG,MDE,8:29 p. m.,11:19 p. m.,"400.840,00",1 parada,2023-04-18,Latam
2023-05-25,BOG,MDE,5:00 a. m.,5:59 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-25,BOG,MDE,5:30 a. m.,6:29 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-25,BOG,MDE,6:03 a. m.,7:02 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-25,BOG,MDE,8:47 a. m.,9:46 a. m.,"187.000,00",Directo,2023-04-18,Latam
2023-05-25,BOG,MDE,9:05 a. m.,10:04 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-25,BOG,MDE,9:35 a. m.,10:34 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-25,BOG,MDE,10:14 a. m.,11:10 a. m.,"187.000,00",Directo,2023-04-18,Latam
2023-05-25,BOG,MDE,1:30 p. m.,2:26 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-25,BOG,MDE,2:36 p. m.,3:32 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-25,BOG,MDE,5:02 p. m.,5:58 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-25,BOG,MDE,6:14 p. m.,7:10 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-25,BOG,MDE,7:05 p. m.,8:01 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-25,BOG,MDE,7:55 p. m.,8:51 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-25,BOG,MDE,8:30 p. m.,9:26 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-25,BOG,MDE,5:00 a. m.,10:21 a. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-25,BOG,MDE,6:20 a. m.,10:21 a. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-25,BOG,MDE,9:09 a. m.,1:06 p. m.,"372.750,00",1 parada,2023-04-18,Latam
2023-05-25,BOG,MDE,10:30 a. m.,1:51 p. m.,"375.970,00",1 parada,2023-04-18,Latam
2023-05-25,BOG,MDE,5:41 p. m.,10:51 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-25,BOG,MDE,8:00 p. m.,10:51 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-27,BOG,MDE,5:15 a. m.,6:14 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-27,BOG,MDE,5:45 a. m.,6:44 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-27,BOG,MDE,6:16 a. m.,7:15 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-27,BOG,MDE,6:45 a. m.,7:44 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-27,BOG,MDE,7:15 a. m.,8:14 a. m.,"187.000,00",Directo,2023-04-18,Latam
2023-05-27,BOG,MDE,9:07 a. m.,10:06 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-27,BOG,MDE,9:45 a. m.,10:44 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-27,BOG,MDE,10:49 a. m.,11:45 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-27,BOG,MDE,12:50 p. m.,1:46 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-27,BOG,MDE,2:46 p. m.,3:42 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-27,BOG,MDE,3:44 p. m.,4:40 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-27,BOG,MDE,4:30 p. m.,5:26 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-27,BOG,MDE,5:14 p. m.,6:10 p. m.,"187.000,00",Directo,2023-04-18,Latam
2023-05-27,BOG,MDE,6:00 p. m.,6:56 p. m.,"187.000,00",Directo,2023-04-18,Latam
2023-05-27,BOG,MDE,9:25 p. m.,10:21 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-27,BOG,MDE,5:00 a. m.,8:26 a. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-27,BOG,MDE,8:15 a. m.,11:29 a. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-27,BOG,MDE,9:15 a. m.,12:40 p. m.,"375.970,00",1 parada,2023-04-18,Latam
2023-05-27,BOG,MDE,1:22 p. m.,3:58 p. m.,"306.470,00",1 parada,2023-04-18,Latam
2023-05-27,BOG,MDE,3:15 p. m.,6:16 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-29,BOG,MDE,5:11 a. m.,6:10 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-29,BOG,MDE,6:00 a. m.,6:59 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-29,BOG,MDE,7:00 a. m.,7:59 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-29,BOG,MDE,7:44 a. m.,8:43 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-29,BOG,MDE,8:59 a. m.,9:58 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-29,BOG,MDE,10:30 a. m.,11:26 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-29,BOG,MDE,11:03 a. m.,11:59 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-29,BOG,MDE,12:47 p. m.,1:43 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-29,BOG,MDE,3:15 p. m.,4:11 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-29,BOG,MDE,5:24 p. m.,6:20 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-29,BOG,MDE,7:00 p. m.,7:56 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-29,BOG,MDE,7:30 p. m.,8:26 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-29,BOG,MDE,8:05 p. m.,9:04 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-29,BOG,MDE,9:14 p. m.,10:10 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-29,BOG,MDE,10:30 a. m.,1:19 p. m.,"372.750,00",1 parada,2023-04-18,Latam
2023-05-29,BOG,MDE,11:25 a. m.,4:09 p. m.,"693.460,00",1 parada,2023-04-18,Latam
2023-05-29,BOG,MDE,11:59 a. m.,4:54 p. m.,"306.470,00",1 parada,2023-04-18,Latam
2023-05-29,BOG,MDE,6:24 p. m.,9:26 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-29,BOG,MDE,7:20 p. m.,11:16 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-29,BOG,MDE,8:45 p. m.,11:16 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-31,BOG,MDE,5:05 a. m.,6:04 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-31,BOG,MDE,5:23 a. m.,6:22 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-31,BOG,MDE,6:00 a. m.,6:59 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-31,BOG,MDE,7:22 a. m.,8:21 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-31,BOG,MDE,8:23 a. m.,9:22 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-31,BOG,MDE,8:59 a. m.,9:58 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-31,BOG,MDE,9:59 a. m.,10:55 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-31,BOG,MDE,2:35 p. m.,3:31 p. m.,"187.000,00",Directo,2023-04-18,Latam
2023-05-31,BOG,MDE,3:10 p. m.,4:06 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-31,BOG,MDE,3:59 p. m.,4:55 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-31,BOG,MDE,4:45 p. m.,5:41 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-31,BOG,MDE,5:30 p. m.,6:26 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-31,BOG,MDE,6:44 p. m.,7:40 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-31,BOG,MDE,8:45 p. m.,9:41 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-31,BOG,MDE,9:15 p. m.,10:11 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-05-31,BOG,MDE,10:21 p. m.,11:17 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-05-31,BOG,MDE,7:38 a. m.,11:24 a. m.,"289.930,00",1 parada*,2023-04-18,Latam
2023-05-31,BOG,MDE,11:36 a. m.,3:31 p. m.,"375.970,00",1 parada,2023-04-18,Latam
2023-05-31,BOG,MDE,5:27 p. m.,8:01 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-05-31,BOG,MDE,6:55 p. m.,9:14 p. m.,"375.970,00",1 parada,2023-04-18,Latam
2023-06-02,BOG,MDE,5:03 a. m.,6:02 a. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,6:17 a. m.,7:16 a. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,6:45 a. m.,7:44 a. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,8:03 a. m.,9:02 a. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,9:15 a. m.,10:14 a. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,10:00 a. m.,10:56 a. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,10:30 a. m.,11:26 a. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,11:30 a. m.,12:26 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,1:29 p. m.,2:25 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,3:00 p. m.,3:56 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,3:30 p. m.,4:26 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,4:15 p. m.,5:11 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,6:10 p. m.,7:06 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,7:05 p. m.,8:01 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,7:59 p. m.,8:55 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,9:05 p. m.,10:01 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,10:18 p. m.,11:14 p. m.,"257.560,00",Directo,2023-04-18,Latam
2023-06-02,BOG,MDE,7:06 a. m.,9:54 a. m.,"419.160,00",1 parada,2023-04-18,Latam
2023-06-02,BOG,MDE,5:15 p. m.,7:48 p. m.,"419.160,00",1 parada,2023-04-18,Latam
2023-06-02,BOG,MDE,6:59 p. m.,9:35 p. m.,"375.970,00",1 parada,2023-04-18,Latam
2023-06-04,BOG,MDE,5:00 a. m.,5:56 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-04,BOG,MDE,6:00 a. m.,6:59 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-04,BOG,MDE,6:30 a. m.,7:29 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-04,BOG,MDE,8:30 a. m.,9:29 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-04,BOG,MDE,9:18 a. m.,10:14 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-04,BOG,MDE,9:45 a. m.,10:44 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-04,BOG,MDE,10:30 a. m.,11:26 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-04,BOG,MDE,12:59 p. m.,1:55 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-04,BOG,MDE,2:35 p. m.,3:31 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-04,BOG,MDE,4:14 p. m.,5:10 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-04,BOG,MDE,5:00 p. m.,5:56 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-04,BOG,MDE,6:50 p. m.,7:46 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-04,BOG,MDE,8:00 p. m.,8:56 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-04,BOG,MDE,9:05 p. m.,10:01 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-04,BOG,MDE,10:05 p. m.,11:01 p. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-04,BOG,MDE,10:15 a. m.,2:02 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-06-04,BOG,MDE,1:59 p. m.,4:52 p. m.,"306.470,00",1 parada,2023-04-18,Latam
2023-06-04,BOG,MDE,3:19 p. m.,5:55 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-06-04,BOG,MDE,4:59 p. m.,9:02 p. m.,"289.930,00",1 parada,2023-04-18,Latam
2023-06-04,BOG,MDE,8:29 p. m.,11:19 p. m.,"400.840,00",1 parada,2023-04-18,Latam
2023-06-06,BOG,MDE,5:10 a. m.,6:09 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-06,BOG,MDE,6:02 a. m.,7:01 a. m.,"169.980,00",Directo,2023-04-18,Latam
2023-06-06,BOG,MDE,6:30 a. m.,7:29 a. m.,"169.980,00",Directo,2023-04-18,Latam
